ds,yhat,yhat_lower,yhat_upper
2022-09-30,0.03501532313105135,-0.0004724696835483496,0.06751166435772007
2022-10-31,0.04717861596807292,0.011799096649956365,0.08184830693271551
2022-11-30,0.08457020706703794,0.050940514627188585,0.1197824666575914
2022-12-31,0.08723081846554043,0.05294285919847683,0.11861028332597301
2023-01-31,0.04061499315151156,0.006341490436505442,0.07643257554188461
2023-02-28,0.051514091216345786,0.016176705268634423,0.08398185004804476
2023-03-31,-0.011663521986103764,-0.04635151088932587,0.022144769433442197
2023-04-30,0.09151315174542417,0.05515670811777796,0.1226483883651288
2023-05-31,-0.009847987962538704,-0.043981002784482366,0.021632254801453366
2023-06-30,0.1157755322256441,0.08305667360563458,0.14761293353092286
2023-07-31,0.008004294307209572,-0.025794219877782854,0.04200566481543825
2023-08-31,0.11782433589998156,0.08290712327055455,0.15221343143146107
2023-09-30,0.0026958757794685595,-0.029128544839168668,0.03666728821233522
2023-10-31,0.04162514422324965,0.005636759326433874,0.07306949879586946
2023-11-30,0.07303329628842249,0.041454355020440176,0.10925065411936312
2023-12-31,0.11736849225638751,0.08181167113242015,0.1507783747104928
2024-01-31,0.024875286625226332,-0.008243930314744055,0.05805636163596625
2024-02-29,0.05984552193582876,0.02622843672367048,0.09031752471394246
2024-03-31,0.011790941697860546,-0.02042349724705195,0.047439800428993026
2024-04-30,0.06370325535601845,0.03142909182309659,0.0958738258132562
2024-05-31,0.00970199932683908,-0.024730517496537523,0.04187646641837733
2024-06-30,0.054683724548448234,0.021076459953325487,0.08780360786096172
2024-07-31,0.04730219685612177,0.014966249069162534,0.07830924643496871
2024-08-31,0.04074898374080259,0.004910984718643511,0.07581743971444235
2024-09-30,0.0798420417217694,0.04738499791249099,0.1128406300607022
2024-10-31,0.04031601953340297,0.007267158507497877,0.07385457498355963
2024-11-30,0.09027744581772369,0.05615572896586972,0.12123401180886663
2024-12-31,0.007817663286068303,-0.02649523503879419,0.04396752545848719
2025-01-31,0.051452810927480906,0.016818944165330377,0.08695775534633243
2025-02-28,0.050803400427458685,0.019680766883547807,0.08279076231310434
2025-03-31,-0.0025550203553317413,-0.0326422178062993,0.02949803222882086
2025-04-30,0.0665252925242744,0.03341273920599844,0.09906494901227018
2025-05-31,-0.0033623136731643286,-0.03721188963613503,0.03210049946442813
2025-06-30,0.06879584475838957,0.0329870418673898,0.10189250017926177
2025-07-31,0.027901770531561152,-0.005343052097146718,0.059759179961172935
